seed,repeat,mh_sd,mh_iters,theta_hat,rmse,particle_sd,accept_rate,final_temp,n_final_particles
2,5,0.2,20,-0.10586432327358047,1.1058643232735805,0.2590350684975236,0.038000000000000006,0.7026864012521393,50
3,5,0.2,20,0.5070857173675695,0.49291428263243053,0.3688960058121515,0.030000000000000006,0.7838389340590376,50
4,5,0.2,20,0.664959165293916,0.33504083470608403,0.19785324073587382,0.046,0.5552103358139457,50
5,5,0.2,20,0.9514360028667208,0.04856399713327919,0.26893369608949114,0.043,0.3105681255788191,50
6,5,0.2,20,0.7432588023150274,0.2567411976849726,0.14533137985617484,0.019000000000000003,0.5127102172960183,50
7,5,0.2,20,0.7803909890554758,0.21960901094452423,0.1595863233399097,0.038000000000000006,0.42844186315452704,50
8,5,0.2,20,0.5481503909291301,0.4518496090708699,0.14801122822176283,0.048999999999999995,0.3804130867347122,50
9,5,0.2,20,0.11329753851198086,0.8867024614880191,0.15322660286696752,0.032,0.654692349068253,50
0,6,0.2,20,0.6900969033991834,0.3099030966008166,0.28835834856859677,0.043,0.3585032372619649,50
1,6,0.2,20,-0.13854771316418518,1.1385477131641852,0.12156350903582298,0.024,0.3636759204317199,50
2,6,0.2,20,0.05168687713774106,0.948313122862259,0.08881153566343275,0.03900000000000001,0.6859846818081587,50
3,6,0.2,20,0.12163750557834628,0.8783624944216537,0.26483426474144395,0.044000000000000004,0.8074533662498686,50
4,6,0.2,20,0.7455081293597581,0.2544918706402419,0.26231893806870565,0.035,0.5915025232074062,50
5,6,0.2,20,0.5578021168369961,0.4421978831630039,0.09988363900597129,0.038000000000000006,0.3444744854880584,50
6,6,0.2,20,0.9082543466457156,0.09174565335428442,0.2517223244701801,0.041999999999999996,0.5889213861177186,50
7,6,0.2,20,1.002792595854879,0.0027925958548788987,0.16308358720283814,0.04500000000000001,0.35751190347718814,50
8,6,0.2,20,0.5098366335999553,0.49016336640004465,0.12611800186825814,0.048999999999999995,0.4643693028469557,50
9,6,0.2,20,0.4566815936683637,0.5433184063316363,0.15993879673245434,0.026000000000000002,0.5584938841567721,50
0,7,0.2,20,0.7560369479850106,0.24396305201498936,0.15665744480419924,0.044000000000000004,0.36563559624029573,50
1,7,0.2,20,-0.25143735420336827,1.2514373542033683,0.18832089941814933,0.047,0.5131548981184286,50
2,7,0.2,20,0.16350394367210538,0.8364960563278946,0.11167175371794441,0.032,0.7584792993213658,50
3,7,0.2,20,-0.086198591471916,1.0861985914719159,0.39917767541383237,0.04800000000000001,0.9718488864903135,50
4,7,0.2,20,0.7591908193276298,0.24080918067237023,0.18119662203536577,0.048,0.5933537547550469,50
